@relation bank-additional-full-weka.filters.unsupervised.attribute.RemoveType-Tnumeric

@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,unknown,entrepreneur,student}
@attribute marital {married,single,divorced,unknown}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,unknown,university.degree,illiterate}
@attribute default {no,unknown,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {telephone,cellular}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute poutcome {nonexistent,failure,success}
@attribute y {yes,no}

@data
services,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
services,single,high.school,no,no,no,cellular,jul,tue,nonexistent,no
technician,divorced,basic.9y,no,yes,no,cellular,jul,tue,nonexistent,no
unemployed,divorced,professional.course,no,yes,no,cellular,jul,tue,nonexistent,no
student,single,high.school,unknown,no,no,cellular,jul,tue,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,tue,nonexistent,no
entrepreneur,married,basic.9y,unknown,yes,no,telephone,jul,tue,nonexistent,no
admin.,single,professional.course,no,no,no,cellular,jul,tue,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,tue,nonexistent,no
technician,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,no
admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,nonexistent,no
admin.,married,basic.9y,no,no,no,telephone,jul,tue,nonexistent,no
management,married,university.degree,unknown,yes,yes,cellular,jul,tue,nonexistent,no
blue-collar,single,basic.4y,unknown,no,no,cellular,jul,tue,nonexistent,no
admin.,single,basic.9y,no,no,no,telephone,jul,tue,nonexistent,no
admin.,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,unknown,unknown,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,unknown,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
retired,divorced,university.degree,unknown,unknown,unknown,cellular,jul,wed,nonexistent,no
technician,divorced,basic.9y,unknown,no,no,cellular,jul,wed,nonexistent,no
retired,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,jul,wed,nonexistent,no
entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
technician,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,divorced,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,divorced,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
services,married,high.school,no,no,no,telephone,jul,wed,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
management,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
retired,married,basic.4y,unknown,yes,yes,cellular,jul,wed,nonexistent,no
services,single,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,unknown,yes,no,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,unknown,no,no,cellular,jul,wed,nonexistent,yes
admin.,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
services,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,married,professional.course,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,nonexistent,no
services,married,basic.9y,no,no,no,cellular,jul,wed,nonexistent,yes
blue-collar,married,high.school,no,yes,no,telephone,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
self-employed,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,yes
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
services,married,basic.9y,unknown,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,divorced,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.9y,no,yes,no,telephone,jul,wed,nonexistent,no
management,married,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
services,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,no,yes,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
services,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
services,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
services,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
services,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,basic.6y,unknown,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,basic.6y,unknown,no,no,cellular,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,yes
entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,wed,nonexistent,yes
services,single,high.school,no,unknown,unknown,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,unknown,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,unknown,yes,yes,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,married,university.degree,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,nonexistent,no
services,married,basic.9y,unknown,yes,no,telephone,jul,wed,nonexistent,no
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,nonexistent,no
management,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
entrepreneur,divorced,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,basic.9y,unknown,no,no,cellular,jul,wed,nonexistent,no
admin.,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,high.school,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,high.school,unknown,no,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,no,no,telephone,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
management,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,yes
blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,wed,nonexistent,yes
technician,divorced,professional.course,no,unknown,unknown,cellular,jul,wed,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
unemployed,married,basic.9y,unknown,no,yes,cellular,jul,wed,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,divorced,professional.course,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,basic.9y,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
technician,single,professional.course,unknown,no,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,nonexistent,yes
admin.,divorced,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin.,divorced,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,no,telephone,jul,wed,nonexistent,no
blue-collar,divorced,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
retired,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,yes,yes,cellular,jul,wed,nonexistent,no
technician,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
management,married,professional.course,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,divorced,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,telephone,jul,wed,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jul,wed,nonexistent,no
blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,nonexistent,no
housemaid,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
student,single,high.school,no,no,yes,cellular,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,yes
technician,single,university.degree,no,no,yes,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.4y,unknown,unknown,unknown,cellular,jul,wed,nonexistent,no
unemployed,married,university.degree,unknown,yes,no,cellular,jul,wed,nonexistent,no
unemployed,married,university.degree,unknown,yes,no,telephone,jul,wed,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,nonexistent,yes
admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
retired,married,basic.9y,unknown,unknown,unknown,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
unemployed,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,nonexistent,yes
admin.,married,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
housemaid,single,high.school,no,no,no,cellular,jul,wed,nonexistent,no
management,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,yes,cellular,jul,wed,nonexistent,no
services,married,high.school,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
admin.,divorced,high.school,no,no,no,cellular,jul,wed,nonexistent,no
services,divorced,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,no,no,cellular,jul,wed,nonexistent,yes
services,single,high.school,no,yes,no,cellular,jul,wed,nonexistent,no
entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,nonexistent,no
technician,married,professional.course,no,yes,no,telephone,jul,wed,nonexistent,no
services,married,basic.9y,no,no,no,cellular,jul,wed,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,jul,wed,nonexistent,no
admin.,married,high.school,no,no,yes,telephone,jul,wed,nonexistent,no
